x,interface_y
0,155.33449952358848
1,154.78199271381484
2,154.2891191856222
3,153.85055115621978
4,153.49161991192972
5,153.1861497338215
6,152.90982499729935
7,152.67958478413394
8,152.48631022124198
9,152.3174134124793
10,152.1652058618894
11,152.0248342450229
12,151.89709654568574
13,151.78587605606967
14,151.68736499228527
15,151.59871162350777
16,151.51786154434575
17,151.44330913480337
18,151.37393393598077
19,151.30887931808752
20,151.24749329251514
21,151.18926953383615
22,151.13379649404197
23,151.08075980284488
24,151.02990205416037
25,150.9811463113699
26,150.93548387096774
27,150.89285542479544
28,150.85293925837038
29,150.81545489546338
30,150.78016032668393
31,150.74686038027383
32,150.7153726010398
33,150.6855472084685
34,150.65724715774766
35,150.63035194856005
36,150.60475595875167
37,150.58036676538725
38,150.55710269793553
39,150.53488391805183
40,150.51363925257405
41,150.4933141825762
42,150.47384679271508
43,150.45518624010307
44,150.43728984603902
45,150.42011106350304
46,150.40361489254227
47,150.387762297171
48,150.37252276379218
49,150.35786428419485
50,150.34375997990182
51,150.33018514098674
52,150.31711531078025
53,150.30452513226948
54,150.29240383505666
55,150.2807208964995
56,150.2694630527524
57,150.2586129274306
58,150.24815757508122
59,150.23807559605908
60,150.22835858129673
61,150.21899057919845
62,150.20995806269477
63,150.20124776722153
64,150.19285220696207
65,150.1847579850243
66,150.17695247080002
67,150.16942743032394
68,150.16217470104147
69,150.15518386230184
70,150.14844595034862
71,150.1419496776045
72,150.1356910972436
73,150.1296619729352
74,150.12385191126532
75,150.1182557860524
76,150.11286681715575
77,150.10767220736545
78,150.10267712678964
79,150.09786485433835
80,150.09323173268518
81,150.0887744593203
82,150.0844885125268
83,150.08036211882518
84,150.07639547546282
85,150.07258036169353
86,150.0689132155104
87,150.06538980948318
88,150.06200236794731
89,150.05874633385886
90,150.0556221360592
91,150.0526260105975
92,150.04974507797616
93,150.04697986577182
94,150.04433025643743
95,150.04178811807728
96,150.0393491006614
97,150.0370134634595
98,150.0347770334505
99,150.03263148582298
100,150.03057670948587
101,150.02861291122207
102,150.0267316693013
103,150.0249328951215
104,150.02321253716266
105,150.02156618549756
106,150.019993970776
107,150.0184916654472
108,150.01705921490353
109,150.01569245103042
110,150.01438702061756
111,150.01314294338016
112,150.01195592335424
113,150.01082602865034
114,150.00975328107305
115,150.00872894946093
116,150.00775304012475
117,150.0068300486591
118,150.0059511111111
119,150.00511635143243
120,150.00432573255148
121,150.00357489039672
122,150.0028594044612
123,150.00218817407548
124,150.0015523598984
125,150.00095197846926
126,150.00038261163584
127,149.99984872080088
128,149.99934155499795
129,149.9988700615238
130,149.99842532994674
131,149.99801179578876
132,149.9976205513205
133,149.99725603383484
134,149.9969182331203
135,149.9966071396809
136,149.99631385173592
137,149.99604725508766
138,149.99580289617947
139,149.99557632287951
140,149.9953764215281
141,149.9951898711668
142,149.99502996248023
143,149.99488342112866
144,149.99475904498152
145,149.99465247772977
146,149.9945636471127
147,149.9944925990132
148,149.99443933271994
149,149.99440379777218
150,149.99438604289367
151,149.99438604289367
152,149.99440379777218
153,149.99443933271994
154,149.9944925990132
155,149.9945636471127
156,149.99465247772977
157,149.99475904498152
158,149.99488342112866
159,149.99502996248023
160,149.9951898711668
161,149.9953764215281
162,149.99557632287951
163,149.99580289617947
164,149.99604725508766
165,149.99631385173592
166,149.9966071396809
167,149.9969182331203
168,149.99725603383484
169,149.9976205513205
170,149.99801179578876
171,149.99842532994674
172,149.9988700615238
173,149.99934155499795
174,149.99984872080088
175,150.00038261163584
176,150.00095197846926
177,150.0015523598984
178,150.00218817407548
179,150.0028594044612
180,150.00357489039672
181,150.00432573255148
182,150.00511635143243
183,150.0059511111111
184,150.0068300486591
185,150.00775304012475
186,150.00872894946093
187,150.00975328107305
188,150.01082602865034
189,150.01195592335424
190,150.01314294338016
191,150.01438702061756
192,150.01569245103042
193,150.01705921490353
194,150.0184916654472
195,150.019993970776
196,150.02156618549756
197,150.02321253716266
198,150.0249328951215
199,150.0267316693013
200,150.02861291122207
201,150.03057670948587
202,150.03263148582298
203,150.0347770334505
204,150.0370134634595
205,150.0393491006614
206,150.04178811807728
207,150.04433025643743
208,150.04697986577182
209,150.04974507797616
210,150.0526260105975
211,150.0556221360592
212,150.05874633385886
213,150.06200236794731
214,150.06538980948318
215,150.0689132155104
216,150.07258036169353
217,150.07639547546282
218,150.08036211882518
219,150.0844885125268
220,150.0887744593203
221,150.09323173268518
222,150.09786485433835
223,150.10267712678964
224,150.10767220736545
225,150.11286294371916
226,150.1182557860524
227,150.12385191126532
228,150.1296619729352
229,150.1356910972436
230,150.1419496776045
231,150.14844595034862
232,150.15518386230184
233,150.16217470104147
234,150.16942743032394
235,150.17695247080002
236,150.1847579850243
237,150.19285220696207
238,150.20124776722153
239,150.20995806269477
240,150.21899057919845
241,150.22835858129673
242,150.23807559605908
243,150.24815757508122
244,150.2586129274306
245,150.2694630527524
246,150.2807208964995
247,150.29240383505666
248,150.30452513226948
249,150.31711531078025
250,150.33018514098674
251,150.34375997990182
252,150.35786428419485
253,150.37252276379218
254,150.387762297171
255,150.40361489254227
256,150.42011106350304
257,150.43728984603902
258,150.45518624010307
259,150.47384679271508
260,150.4933141825762
261,150.51363925257405
262,150.53488391805183
263,150.55710269793553
264,150.58036676538725
265,150.60475595875167
266,150.63035194856005
267,150.65724715774766
268,150.6855472084685
269,150.7153726010398
270,150.74686038027383
271,150.78016032668393
272,150.81545489546338
273,150.85293925837038
274,150.89285542479544
275,150.93548387096774
276,150.9811463113699
277,151.02990205416037
278,151.08075980284488
279,151.13379649404197
280,151.18926953383615
281,151.24749329251514
282,151.30887931808752
283,151.37393393598077
284,151.44330913480337
285,151.51786154434575
286,151.59871162350777
287,151.68736499228527
288,151.78587605606967
289,151.89709654568574
290,152.0248342450229
