x,interface_y
0,155.80100314030778
1,155.25258034135464
2,154.74942540596828
3,154.3449423359099
4,153.9889475298031
5,153.68484279348317
6,153.43201289004165
7,153.20753527614798
8,152.9978882347089
9,152.80874760030505
10,152.64410686358565
11,152.49619353457504
12,152.35986814149035
13,152.23165569857161
14,152.10915757679675
15,151.9907244901149
16,151.88047918785287
17,151.7803656680274
18,151.68845385913949
19,151.60326455136916
20,151.52364053634798
21,151.4486792051854
22,151.37766834367798
23,151.31003670085806
24,151.24532408761635
25,151.18316606531033
26,151.12326500316544
27,151.06537749977974
28,151.00930780690638
29,150.95562557727408
30,150.9053965805148
31,150.85827313082078
32,150.81393708928718
33,150.77210956097267
34,150.73255769090622
35,150.69507630782903
36,150.65948942589176
37,150.62564104744814
38,150.59339931471078
39,150.56264155745006
40,150.53326353536596
41,150.50517198272757
42,150.47828740215877
43,150.45253023693547
44,150.42784001493126
45,150.4041544261237
46,150.38141780199047
47,150.35958459725418
48,150.33860998104325
49,150.3184507685154
50,150.2990698926339
51,150.2804330616
52,150.26251403784002
53,150.24527475547237
54,150.2286937072562
55,150.212744962857
56,150.19739960372448
57,150.18264299120386
58,150.1684451318577
59,150.15479667880504
60,150.14166699277771
61,150.12904448277664
62,150.11691139571923
63,150.10525211461544
64,150.0940522741305
65,150.08328983670123
66,150.07295405717701
67,150.06303467699348
68,150.0535126343766
69,150.04437822804925
70,150.03562049604315
71,150.02722052253839
72,150.01917193554965
73,150.01146398966375
74,150.00408134230813
75,149.9970204609836
76,149.9902950138135
77,149.98389100362908
78,149.9778016104801
79,149.9720114398038
80,149.9665053782464
81,149.9612728180609
82,149.9562994489969
83,149.95157889164366
84,149.94709720079348
85,149.9428444311314
86,149.9388109964123
87,149.93499157534458
88,149.93136802303854
89,149.92793928954353
90,149.92469618913353
91,149.92162595202038
92,149.91872704696132
93,149.9159865094228
94,149.91340353522955
95,149.91096532744356
96,149.9086711583448
97,149.9065079636174
98,149.9044754687575
99,149.90256113999615
100,149.9007678676905
101,149.89908361218642
102,149.8975073249661
103,149.89603053501864
104,149.8946496481182
105,149.8933631683376
106,149.89215926171917
107,149.8910417440311
108,149.88999790330755
109,149.8890310746184
110,149.88813729557413
111,149.88730826161566
112,149.88654005675616
113,149.88583215104222
114,149.88518350385866
115,149.88458298598533
116,149.88403393617764
117,149.88353196336072
118,149.8830770439154
119,149.8826570906219
120,149.8822797954589
121,149.88193693064815
122,149.8816279698802
123,149.88134957335055
124,149.88110069971557
125,149.88087801643664
126,149.88068047982551
127,149.8805091251701
128,149.88035470489964
129,149.8802177383476
130,149.88010154011226
131,149.87999895321298
132,149.87990945450264
133,149.87983635657866
134,149.87977198285074
135,149.87972016992177
136,149.8796732436629
137,149.87963887737968
138,149.87960887276154
139,149.8795837549283
140,149.87956630961935
141,149.87955322563764
142,149.8795406670185
143,149.87953194440203
144,149.87952758309382
145,149.8795232217856
146,149.87951938593048
147,149.8795188604774
148,149.8795188604774
149,149.8795188604774
150,149.87951502464128
151,149.87951502464128
152,149.8795188604774
153,149.8795188604774
154,149.8795188604774
155,149.87951938593048
156,149.8795232217856
157,149.87952758309382
158,149.87953194440203
159,149.8795406670185
160,149.87955322563764
161,149.87956630961935
162,149.8795837549283
163,149.87960887276154
164,149.87963887737968
165,149.8796732436629
166,149.87972016992177
167,149.87977198285074
168,149.87983635657866
169,149.87990945450264
170,149.87999895321298
171,149.88010154011226
172,149.8802177383476
173,149.88035470489964
174,149.8805091251701
175,149.88068047982551
176,149.88087801643664
177,149.88110069971557
178,149.88134957335055
179,149.8816279698802
180,149.88193693064815
181,149.8822797954589
182,149.8826570906219
183,149.8830770439154
184,149.88353196336072
185,149.88403393617764
186,149.88458298598533
187,149.88518350385866
188,149.88583215104222
189,149.88654005675616
190,149.88730826161566
191,149.88813729557413
192,149.8890310746184
193,149.88999790330755
194,149.8910417440311
195,149.89215926171917
196,149.8933631683376
197,149.8946496481182
198,149.89603053501864
199,149.8975073249661
200,149.89908361218642
201,149.9007678676905
202,149.90256113999615
203,149.9044754687575
204,149.9065079636174
205,149.9086711583448
206,149.91096532744356
207,149.91340353522955
208,149.9159865094228
209,149.91872704696132
210,149.92162595202038
211,149.92469618913353
212,149.92793928954353
213,149.93136802303854
214,149.93499157534458
215,149.9388109964123
216,149.9428444311314
217,149.94709720079348
218,149.95157889164366
219,149.9562994489969
220,149.9612728180609
221,149.9665053782464
222,149.9720114398038
223,149.9778016104801
224,149.98389100362908
225,149.9902950138135
226,149.9970204609836
227,150.00408134230813
228,150.01146398966375
229,150.01917193554965
230,150.02722052253839
231,150.03562049604315
232,150.04437822804925
233,150.0535126343766
234,150.06303467699348
235,150.07295405717701
236,150.08328983670123
237,150.0940522741305
238,150.10525211461544
239,150.11691139571923
240,150.12904448277664
241,150.14166699277771
242,150.15479667880504
243,150.1684451318577
244,150.18264299120386
245,150.19739960372448
246,150.212744962857
247,150.2286937072562
248,150.24527475547237
249,150.26251403784002
250,150.2804330616
251,150.2990698926339
252,150.3184507685154
253,150.33860998104325
254,150.35958459725418
255,150.38141780199047
256,150.4041544261237
257,150.42784001493126
258,150.45253023693547
259,150.47828740215877
260,150.50517198272757
261,150.53326353536596
262,150.56264155745006
263,150.59339931471078
264,150.62564104744814
265,150.65948942589176
266,150.69507630782903
267,150.73255769090622
268,150.77210956097267
269,150.81393708928718
270,150.85827313082078
271,150.9053965805148
272,150.95562557727408
273,151.00930780690638
274,151.06537749977974
275,151.12326500316544
276,151.18316606531033
277,151.24532408761635
278,151.31003670085806
279,151.37766834367798
280,151.4486792051854
281,151.52364053634798
282,151.60326455136916
283,151.68845385913949
284,151.7803656680274
285,151.88047918785287
286,151.9907244901149
287,152.10915757679675
288,152.23165569857161
289,152.35986814149035
290,152.49619353457504
291,152.64410686358565
292,152.80874760030505
293,152.9978882347089
294,153.20753527614798
295,153.43201289004165
296,153.68484279348317
297,153.9889475298031
298,154.3449423359099
299,154.74942540596828
300,155.25258034135464
301,155.80100314030778
