x,interface_y
0,100.5
1,101.06118074932374
2,101.33768027754306
3,101.42169207614802
4,101.375737808973
5,101.26221697481243
6,101.12181554675
7,100.97541123159935
8,100.84082614773669
9,100.74744093489787
10,100.6878797270351
11,100.65511589384795
12,100.64337448250558
13,100.6476556820058
14,100.66347865870539
15,100.68690955785341
16,100.71460742164899
17,100.74388803625813
18,100.77273153966115
19,100.79974379043402
20,100.8240872963245
21,100.84537825573445
22,100.86357293485267
23,100.87886215185571
24,100.89158039482211
25,100.90213127864024
26,100.91095517512552
27,100.91849981163038
28,100.92523220904255
29,100.93163399531586
30,100.93822347874472
31,100.94550081768126
32,100.95384296704826
33,100.96334207456367
34,100.97388675993446
35,100.98524303562468
36,100.99716468249389
37,101.00806577539045
38,101.01853441073092
39,101.0288259113888
40,101.03884122047432
41,101.04852139607
42,101.05781950853698
43,101.06671881702793
44,101.07520798575732
45,101.08328651489106
46,101.09095857373741
47,101.09823862971079
48,101.1051438564443
49,101.1116850819508
50,101.1178841001812
51,101.12375882980142
52,101.12932500631186
53,101.1346025356322
54,101.1396037601505
55,101.14434596737797
56,101.1488410834265
57,101.15310556171711
58,101.1571481885911
59,101.16098039486592
60,101.16461349788146
61,101.16805548652873
62,101.17131516989923
63,101.17440586724206
64,101.17732894925577
65,101.18009889058334
66,101.18272022232453
67,101.18519774198172
68,101.18754219795906
69,101.18975877887834
70,101.19185369038404
71,101.19383261125235
72,101.19570234187394
73,101.1974640674046
74,101.19912837116081
75,101.20069534673743
76,101.2021700296989
77,101.20356018406393
78,101.2048642356496
79,101.20608937317704
80,101.20723677875026
81,101.20831304319118
82,101.20931601664911
83,101.21025181142477
84,101.21112480332721
85,101.21193284337456
86,101.2126814563817
87,101.21337007670454
88,101.21400205710388
89,101.21458016505744
90,101.2151032328321
91,101.2155752017709
92,101.21599608429759
93,101.21636745097932
94,101.21669049714035
95,101.21696463432741
96,101.21719261680933
97,101.2173744483702
98,101.21751228350917
99,101.21760182127626
100,101.2176479645424
101,101.2176479645424
102,101.21760182127626
103,101.21751228350917
104,101.2173744483702
105,101.21719261680933
106,101.21696463432741
107,101.21669049714035
108,101.21636745097932
109,101.21599608429759
110,101.2155752017709
111,101.2151032328321
112,101.21458016505744
113,101.21400205710388
114,101.21337007670454
115,101.2126814563817
116,101.21193284337456
117,101.21112480332721
118,101.21025181142477
119,101.20931601664911
120,101.20831304319118
121,101.20723677875026
122,101.20608937317704
123,101.2048642356496
124,101.20356018406393
125,101.2021700296989
126,101.20069534673743
127,101.19912837116081
128,101.1974640674046
129,101.19570234187394
130,101.19383261125235
131,101.19185369038404
132,101.18975877887834
133,101.18754219795906
134,101.18519774198172
135,101.18272022232453
136,101.18009889058334
137,101.17732894925577
138,101.17440586724206
139,101.17131516989923
140,101.16805548652873
141,101.16461349788146
142,101.16098039486592
143,101.1571481885911
144,101.15310556171711
145,101.1488410834265
146,101.14434596737797
147,101.1396037601505
148,101.1346025356322
149,101.12932500631186
150,101.12375882980142
151,101.1178841001812
152,101.1116850819508
153,101.1051438564443
154,101.09823862971079
155,101.09095857373741
156,101.08328651489106
157,101.07520798575732
158,101.06671881702793
159,101.05781950853698
160,101.04852139607
161,101.03884122047432
162,101.0288259113888
163,101.01853441073092
164,101.00806577539045
165,100.99716468249389
166,100.98524303562468
167,100.97388675993446
168,100.96334207456367
169,100.95384296704826
170,100.94550081768126
171,100.93822347874472
172,100.93163399531586
173,100.92523220904255
174,100.91849981163038
175,100.91095517512552
176,100.90213127864024
177,100.89158039482211
178,100.87886215185571
179,100.86357293485267
180,100.84537825573445
181,100.8240872963245
182,100.79974379043402
183,100.77273153966115
184,100.74388803625813
185,100.71460742164899
186,100.68690955785341
187,100.66347865870539
188,100.6476556820058
189,100.64337448250558
190,100.65511589384795
191,100.6878797270351
192,100.74744093489787
193,100.84082614773669
194,100.97541123159935
195,101.12181554675
196,101.26221697481243
197,101.375737808973
198,101.42169207614802
199,101.33768027754306
200,101.06118074932374
201,100.5
