iteration;ph_iter;max_eps
0;8;4.266676e-06
1;1;8.533903e-07
2;1;1.706743e-07
3;1;3.676906e-08
4;1;6.840058e-09
5;1;4.997075e-09
6;1;3.485993e-09
7;1;3.834529e-09
8;1;3.761781e-09
9;1;3.741080e-09
10;1;3.692022e-09
11;1;3.628879e-09
12;1;3.572138e-09
13;1;3.492340e-09
14;1;3.422964e-09
15;1;3.344008e-09
16;1;3.274987e-09
17;1;3.189479e-09
18;1;3.113705e-09
19;1;3.017721e-09
20;1;2.935523e-09
21;1;2.834969e-09
22;1;2.741758e-09
23;1;2.285795e-08
24;1;2.869223e-08
25;28;4.915810e-06
